query_id,query_type,query_text,max_score,min_score,mean_score,std_dev,q25,median,q75,top_1_delta,top_doc_id
ooc_05,Relevant (Outside Corpus),practice the 3-step ghosting,0.7651575803756714,0.749731183052063,0.757456248998642,0.004136522126315757,0.7560827285051346,0.7566978335380554,0.759844183921814,0.00338059663772583,session_003
ooc_06,Relevant (Outside Corpus),a solo to practice cross drops,0.7879180312156677,0.7755975723266602,0.7826069414615631,0.004380345176009679,0.7798651605844498,0.7813414931297302,0.7874841094017029,0.00012439489364624023,session_007
duration_01,Relevant (Other Duration),a 90-minute drill session for an advanced player focusing on 2-wall boast,0.8328881859779358,0.8193715810775757,0.8272738873958587,0.004211716137461913,0.8257737159729004,0.8277799189090729,0.8300853073596954,0.0003904104232788086,session_010
duration_02,Relevant (Other Duration),a 75-minute drill session for a professional player focusing on counter drop,0.8363467454910278,0.8182383179664612,0.8284627556800842,0.00520255261478188,0.8260457515716553,0.8277453780174255,0.8319375365972519,0.0011241436004638672,session_005
duration_03,Relevant (Other Duration),a 30-minute drill session for a intermediate player on straight drop,0.8397445678710938,0.8200892210006714,0.8284469306468963,0.005988221292107235,0.8252171277999878,0.8272360861301422,0.8297929167747498,0.001591026782989502,session_005
shotside_01,Relevant (Single Shotside),a 45-minute drill only focusing on backhand side,0.8608871698379517,0.8257972598075867,0.838895046710968,0.011815154635312186,0.8311168998479843,0.8347104787826538,0.8449275195598602,0.002827882766723633,session_005
shotside_02,Relevant (Single Shotside),a 60-minute conditioned game only focusing on forehand side,0.8464390635490417,0.8112107515335083,0.8243966996669769,0.01190892551932337,0.8127388209104538,0.8224019408226013,0.8336390405893326,0.008148610591888428,session_007
vague_01,Vague But Relevant,generate a squash session,0.8141648769378662,0.8012151718139648,0.8074090600013732,0.003990168969552301,0.8051832169294357,0.8053430020809174,0.8108288496732712,0.0011612176895141602,session_010
vague_02,Vague But Relevant,generate a session to improve my forehand,0.8132708072662354,0.7986672520637512,0.8058202743530274,0.004764809378624528,0.8025208115577698,0.8045333027839661,0.8094926327466965,0.00018334388732910156,session_001
vague_03,Vague But Relevant,generate a session to work on my movement to the front,0.8109986186027527,0.7958153486251831,0.8038703560829162,0.005111808978250714,0.8007888793945312,0.8035716414451599,0.8085682839155197,0.00019794702529907227,session_002
vague_04,Vague But Relevant,a drill for squash,0.8106594085693359,0.7741491198539734,0.7891330778598785,0.010400987269088996,0.7836923450231552,0.7869186699390411,0.7887803912162781,0.005101442337036133,session_005
vague_05,Vague But Relevant,a conditioned game session,0.8503296971321106,0.7932498455047607,0.8155417025089264,0.0178669384330963,0.8068947494029999,0.8110328316688538,0.8170902729034424,0.004786372184753418,session_007
other_sport_01,Out-of-Scope (Other Sport),a drill to improve my tennis serve,0.8131805658340454,0.7928423285484314,0.8028904438018799,0.006223006873541434,0.7989996373653412,0.8008249402046204,0.8083904385566711,0.003519594669342041,session_005
other_sport_02,Out-of-Scope (Other Sport),how to practice a badminton drop shot,0.7866846323013306,0.7712985277175903,0.7795899331569671,0.00383325487268721,0.7783975005149841,0.778837114572525,0.7818795442581177,0.003674149513244629,session_005
other_sport_03,Out-of-Scope (Other Sport),a good warm-up for playing padel,0.7990636229515076,0.7847810983657837,0.7909490823745727,0.004578808463015277,0.7873941361904144,0.78985196352005,0.7933734804391861,0.0008371472358703613,session_008
squash_other_01,Out-of-Scope (Informational),what is the best squash racket for a beginner,0.7736716270446777,0.7485457062721252,0.760599023103714,0.00862534448139994,0.7536807507276535,0.7575780749320984,0.7694835513830185,0.003110647201538086,session_005
squash_other_02,Out-of-Scope (Informational),rules of a tie-break in squash,0.774376392364502,0.766578197479248,0.7710419416427612,0.0026700297088289686,0.7696923166513443,0.7715268135070801,0.7732019275426865,0.0003414154052734375,session_008
squash_other_03,Out-of-Scope (Informational),who is currently the best squash player,0.7232446670532227,0.7116345167160034,0.7171314120292663,0.0038438339889235976,0.7139380425214767,0.7166958451271057,0.7197921723127365,0.0007522106170654297,session_001
random_01,Random (non-Relevant),I love fluffy puppies,0.7076122760772705,0.6937463283538818,0.7014826893806457,0.004283773075044063,0.698103666305542,0.7020986080169678,0.7043651640415192,0.001164555549621582,session_008
random_02,Random (non-Relevant),Eating apples rocks!,0.7143144607543945,0.7070314288139343,0.7102379262447357,0.002545835204117741,0.7080904096364975,0.7094149589538574,0.7123384326696396,0.00030744075775146484,session_004
random_03,Random (non-Relevant),I am the king of Norway,0.7019016742706299,0.692713737487793,0.6972232043743134,0.0021849147711947093,0.6967278867959976,0.6968512237071991,0.6976208984851837,0.0027413368225097656,session_007
random_04,Random (non-Relevant),Can you recommend a good recipe for beef wellington and suggest a wine pairing?,0.7262443900108337,0.7123197913169861,0.718399953842163,0.004212566273661088,0.7153367549180984,0.7176474630832672,0.7205970287322998,0.0016720890998840332,session_001
random_05,Random (non-Relevant),What is the nature of consciousness and how does it relate to the concept of subjective reality?,0.7188963294029236,0.7022908329963684,0.7101635992527008,0.00488735250860132,0.706380695104599,0.7093831300735474,0.7142743617296219,0.003805220127105713,session_007
random_05,Random (non-Relevant),"SELECT user_id, last_login FROM users WHERE account_status = 'active' AND last_login < NOW() - INTERVAL '30 days';",0.7278873324394226,0.7140624523162842,0.7214834213256835,0.004408074945132488,0.7182897627353668,0.7204035818576813,0.7256722301244736,0.0012540221214294434,session_003
