attempt,reason,score,match_idx,match_session_id
184,no_plan,,-1,
185,no_plan,,-1,
186,no_plan,,-1,
187,no_plan,,-1,
188,no_plan,,-1,
191,no_plan,,-1,
192,no_plan,,-1,
193,no_plan,,-1,
194,no_plan,,-1,
196,no_plan,,-1,
199,no_plan,,-1,
200,no_plan,,-1,
201,no_plan,,-1,
202,no_plan,,-1,
203,no_plan,,-1,
204,no_plan,,-1,
205,no_plan,,-1,
206,no_plan,,-1,
207,no_plan,,-1,
208,no_plan,,-1,
209,no_plan,,-1,
210,no_plan,,-1,
211,no_plan,,-1,
213,no_plan,,-1,
214,no_plan,,-1,
215,no_plan,,-1,
218,no_plan,,-1,
219,no_plan,,-1,
221,no_plan,,-1,
223,no_plan,,-1,
224,no_plan,,-1,
228,no_plan,,-1,
229,no_plan,,-1,
231,no_plan,,-1,
232,no_plan,,-1,
233,no_plan,,-1,
234,no_plan,,-1,
235,no_plan,,-1,
236,no_plan,,-1,
237,no_plan,,-1,
238,no_plan,,-1,
239,no_plan,,-1,
240,no_plan,,-1,
243,no_plan,,-1,
244,no_plan,,-1,
245,no_plan,,-1,
249,no_plan,,-1,
252,no_plan,,-1,
253,no_plan,,-1,
254,no_plan,,-1,
255,no_plan,,-1,
260,no_plan,,-1,
261,no_plan,,-1,
263,no_plan,,-1,
266,no_plan,,-1,
267,no_plan,,-1,
270,no_plan,,-1,
271,no_plan,,-1,
273,no_plan,,-1,
274,no_plan,,-1,
276,no_plan,,-1,
277,no_plan,,-1,
279,no_plan,,-1,
281,no_plan,,-1,
282,no_plan,,-1,
283,no_plan,,-1,
284,no_plan,,-1,
287,no_plan,,-1,
290,no_plan,,-1,
291,no_plan,,-1,
293,no_plan,,-1,
294,no_plan,,-1,
296,no_plan,,-1,
301,no_plan,,-1,
303,no_plan,,-1,
304,no_plan,,-1,
307,no_plan,,-1,
310,no_plan,,-1,
311,no_plan,,-1,
315,no_plan,,-1,
318,no_plan,,-1,
319,no_plan,,-1,
320,no_plan,,-1,
321,no_plan,,-1,
322,no_plan,,-1,
325,no_plan,,-1,
326,no_plan,,-1,
331,no_plan,,-1,
333,no_plan,,-1,
334,no_plan,,-1,
335,no_plan,,-1,
336,no_plan,,-1,
340,no_plan,,-1,
342,no_plan,,-1,
344,no_plan,,-1,
345,no_plan,,-1,
347,no_plan,,-1,
348,no_plan,,-1,
349,no_plan,,-1,
350,no_plan,,-1,
352,no_plan,,-1,
353,no_plan,,-1,
354,no_plan,,-1,
356,no_plan,,-1,
359,no_plan,,-1,
361,no_plan,,-1,
362,no_plan,,-1,
363,no_plan,,-1,
364,no_plan,,-1,
365,no_plan,,-1,
366,no_plan,,-1,
367,no_plan,,-1,
369,no_plan,,-1,
370,no_plan,,-1,
372,no_plan,,-1,
373,no_plan,,-1,
374,no_plan,,-1,
375,no_plan,,-1,
377,no_plan,,-1,
378,no_plan,,-1,
380,no_plan,,-1,
381,no_plan,,-1,
382,no_plan,,-1,
383,no_plan,,-1,
385,no_plan,,-1,
386,no_plan,,-1,
389,no_plan,,-1,
392,no_plan,,-1,
395,no_plan,,-1,
399,no_plan,,-1,
401,no_plan,,-1,
402,no_plan,,-1,
403,no_plan,,-1,
404,no_plan,,-1,
406,no_plan,,-1,
407,no_plan,,-1,
411,no_plan,,-1,
412,no_plan,,-1,
413,no_plan,,-1,
414,no_plan,,-1,
415,no_plan,,-1,
416,no_plan,,-1,
418,no_plan,,-1,
421,no_plan,,-1,
422,no_plan,,-1,
423,no_plan,,-1,
424,no_plan,,-1,
427,no_plan,,-1,
428,no_plan,,-1,
430,no_plan,,-1,
431,no_plan,,-1,
432,no_plan,,-1,
435,no_plan,,-1,
436,no_plan,,-1,
437,no_plan,,-1,
438,no_plan,,-1,
440,no_plan,,-1,
441,no_plan,,-1,
445,no_plan,,-1,
446,no_plan,,-1,
447,no_plan,,-1,
448,no_plan,,-1,
449,no_plan,,-1,
450,no_plan,,-1,
452,no_plan,,-1,
454,no_plan,,-1,
455,no_plan,,-1,
458,no_plan,,-1,
459,no_plan,,-1,
460,no_plan,,-1,
463,no_plan,,-1,
464,no_plan,,-1,
465,no_plan,,-1,
466,no_plan,,-1,
467,no_plan,,-1,
469,no_plan,,-1,
471,no_plan,,-1,
473,no_plan,,-1,
474,no_plan,,-1,
475,no_plan,,-1,
476,no_plan,,-1,
477,no_plan,,-1,
479,no_plan,,-1,
482,no_plan,,-1,
483,no_plan,,-1,
485,no_plan,,-1,
486,no_plan,,-1,
487,no_plan,,-1,
490,no_plan,,-1,
492,no_plan,,-1,
493,no_plan,,-1,
494,no_plan,,-1,
495,no_plan,,-1,
496,no_plan,,-1,
497,no_plan,,-1,
499,no_plan,,-1,
500,no_plan,,-1,
501,no_plan,,-1,
502,no_plan,,-1,
503,no_plan,,-1,
504,no_plan,,-1,
505,no_plan,,-1,
506,no_plan,,-1,
507,no_plan,,-1,
508,no_plan,,-1,
509,no_plan,,-1,
510,no_plan,,-1,
512,no_plan,,-1,
514,no_plan,,-1,
515,no_plan,,-1,
517,no_plan,,-1,
520,no_plan,,-1,
521,no_plan,,-1,
523,no_plan,,-1,
525,no_plan,,-1,
527,no_plan,,-1,
529,no_plan,,-1,
530,no_plan,,-1,
531,no_plan,,-1,
533,no_plan,,-1,
534,no_plan,,-1,
535,no_plan,,-1,
536,no_plan,,-1,
537,no_plan,,-1,
538,no_plan,,-1,
539,no_plan,,-1,
540,no_plan,,-1,
541,no_plan,,-1,
542,no_plan,,-1,
543,no_plan,,-1,
544,no_plan,,-1,
545,no_plan,,-1,
550,no_plan,,-1,
551,no_plan,,-1,
552,no_plan,,-1,
553,no_plan,,-1,
555,no_plan,,-1,
557,no_plan,,-1,
558,no_plan,,-1,
560,no_plan,,-1,
562,no_plan,,-1,
564,no_plan,,-1,
568,no_plan,,-1,
569,no_plan,,-1,
570,no_plan,,-1,
571,no_plan,,-1,
574,no_plan,,-1,
575,no_plan,,-1,
576,no_plan,,-1,
577,no_plan,,-1,
579,no_plan,,-1,
580,no_plan,,-1,
581,no_plan,,-1,
582,no_plan,,-1,
584,no_plan,,-1,
585,no_plan,,-1,
586,no_plan,,-1,
587,no_plan,,-1,
588,no_plan,,-1,
589,no_plan,,-1,
590,no_plan,,-1,
591,no_plan,,-1,
593,no_plan,,-1,
595,no_plan,,-1,
596,no_plan,,-1,
598,no_plan,,-1,
601,no_plan,,-1,
602,no_plan,,-1,
603,no_plan,,-1,
604,no_plan,,-1,
605,no_plan,,-1,
611,no_plan,,-1,
612,no_plan,,-1,
613,no_plan,,-1,
616,no_plan,,-1,
617,no_plan,,-1,
618,no_plan,,-1,
619,no_plan,,-1,
622,no_plan,,-1,
623,no_plan,,-1,
628,no_plan,,-1,
629,no_plan,,-1,
630,no_plan,,-1,
632,no_plan,,-1,
633,no_plan,,-1,
634,no_plan,,-1,
637,no_plan,,-1,
639,no_plan,,-1,
641,no_plan,,-1,
645,no_plan,,-1,
648,no_plan,,-1,
649,no_plan,,-1,
650,no_plan,,-1,
652,no_plan,,-1,
653,no_plan,,-1,
654,no_plan,,-1,
655,no_plan,,-1,
656,no_plan,,-1,
658,no_plan,,-1,
659,no_plan,,-1,
662,no_plan,,-1,
669,no_plan,,-1,
670,no_plan,,-1,
671,no_plan,,-1,
672,no_plan,,-1,
674,no_plan,,-1,
675,no_plan,,-1,
676,no_plan,,-1,
679,no_plan,,-1,
680,no_plan,,-1,
681,no_plan,,-1,
683,no_plan,,-1,
685,no_plan,,-1,
687,no_plan,,-1,
688,no_plan,,-1,
689,no_plan,,-1,
690,no_plan,,-1,
693,no_plan,,-1,
694,no_plan,,-1,
695,no_plan,,-1,
696,no_plan,,-1,
697,no_plan,,-1,
698,no_plan,,-1,
699,no_plan,,-1,
700,no_plan,,-1,
701,no_plan,,-1,
702,no_plan,,-1,
703,no_plan,,-1,
704,no_plan,,-1,
705,no_plan,,-1,
706,no_plan,,-1,
707,no_plan,,-1,
708,no_plan,,-1,
709,no_plan,,-1,
710,no_plan,,-1,
715,no_plan,,-1,
716,no_plan,,-1,
717,no_plan,,-1,
718,no_plan,,-1,
719,no_plan,,-1,
721,no_plan,,-1,
722,no_plan,,-1,
723,no_plan,,-1,
724,no_plan,,-1,
725,no_plan,,-1,
726,no_plan,,-1,
728,no_plan,,-1,
729,no_plan,,-1,
731,no_plan,,-1,
733,no_plan,,-1,
734,no_plan,,-1,
737,no_plan,,-1,
738,no_plan,,-1,
740,no_plan,,-1,
741,no_plan,,-1,
742,no_plan,,-1,
743,no_plan,,-1,
744,no_plan,,-1,
745,no_plan,,-1,
748,no_plan,,-1,
749,no_plan,,-1,
752,no_plan,,-1,
753,no_plan,,-1,
754,no_plan,,-1,
755,no_plan,,-1,
756,no_plan,,-1,
757,no_plan,,-1,
758,no_plan,,-1,
759,no_plan,,-1,
760,no_plan,,-1,
763,no_plan,,-1,
764,no_plan,,-1,
766,no_plan,,-1,
767,no_plan,,-1,
768,no_plan,,-1,
771,no_plan,,-1,
774,no_plan,,-1,
775,no_plan,,-1,
778,no_plan,,-1,
779,no_plan,,-1,
781,no_plan,,-1,
787,no_plan,,-1,
789,no_plan,,-1,
791,no_plan,,-1,
792,no_plan,,-1,
795,no_plan,,-1,
796,no_plan,,-1,
797,no_plan,,-1,
798,no_plan,,-1,
799,no_plan,,-1,
800,no_plan,,-1,
801,no_plan,,-1,
803,no_plan,,-1,
804,no_plan,,-1,
805,no_plan,,-1,
808,no_plan,,-1,
812,no_plan,,-1,
813,no_plan,,-1,
814,no_plan,,-1,
815,no_plan,,-1,
816,no_plan,,-1,
819,no_plan,,-1,
820,no_plan,,-1,
821,no_plan,,-1,
822,no_plan,,-1,
824,no_plan,,-1,
827,no_plan,,-1,
828,no_plan,,-1,
830,no_plan,,-1,
831,no_plan,,-1,
833,no_plan,,-1,
835,no_plan,,-1,
836,no_plan,,-1,
838,no_plan,,-1,
839,no_plan,,-1,
843,no_plan,,-1,
848,no_plan,,-1,
849,no_plan,,-1,
850,no_plan,,-1,
853,no_plan,,-1,
854,no_plan,,-1,
855,no_plan,,-1,
856,no_plan,,-1,
857,no_plan,,-1,
858,no_plan,,-1,
859,no_plan,,-1,
860,no_plan,,-1,
861,no_plan,,-1,
863,no_plan,,-1,
864,no_plan,,-1,
866,no_plan,,-1,
867,no_plan,,-1,
868,no_plan,,-1,
871,no_plan,,-1,
872,no_plan,,-1,
875,no_plan,,-1,
876,no_plan,,-1,
880,no_plan,,-1,
882,no_plan,,-1,
885,no_plan,,-1,
888,no_plan,,-1,
890,no_plan,,-1,
891,no_plan,,-1,
892,no_plan,,-1,
893,no_plan,,-1,
895,no_plan,,-1,
896,no_plan,,-1,
898,no_plan,,-1,
900,no_plan,,-1,
901,no_plan,,-1,
902,no_plan,,-1,
904,no_plan,,-1,
905,no_plan,,-1,
907,no_plan,,-1,
910,no_plan,,-1,
911,no_plan,,-1,
912,no_plan,,-1,
913,no_plan,,-1,
914,no_plan,,-1,
917,no_plan,,-1,
918,no_plan,,-1,
919,no_plan,,-1,
921,no_plan,,-1,
922,no_plan,,-1,
923,no_plan,,-1,
924,no_plan,,-1,
928,no_plan,,-1,
929,no_plan,,-1,
930,no_plan,,-1,
931,no_plan,,-1,
932,no_plan,,-1,
933,no_plan,,-1,
934,no_plan,,-1,
935,no_plan,,-1,
939,no_plan,,-1,
940,no_plan,,-1,
941,no_plan,,-1,
945,no_plan,,-1,
946,no_plan,,-1,
947,no_plan,,-1,
948,no_plan,,-1,
950,no_plan,,-1,
951,no_plan,,-1,
955,no_plan,,-1,
956,no_plan,,-1,
957,no_plan,,-1,
958,no_plan,,-1,
959,no_plan,,-1,
961,no_plan,,-1,
962,no_plan,,-1,
963,no_plan,,-1,
965,no_plan,,-1,
966,no_plan,,-1,
968,no_plan,,-1,
969,no_plan,,-1,
970,no_plan,,-1,
971,no_plan,,-1,
972,no_plan,,-1,
973,no_plan,,-1,
974,no_plan,,-1,
975,no_plan,,-1,
977,no_plan,,-1,
979,no_plan,,-1,
980,no_plan,,-1,
984,no_plan,,-1,
985,no_plan,,-1,
987,no_plan,,-1,
988,no_plan,,-1,
990,no_plan,,-1,
991,no_plan,,-1,
992,no_plan,,-1,
994,no_plan,,-1,
995,no_plan,,-1,
997,no_plan,,-1,
998,no_plan,,-1,
1000,no_plan,,-1,
1002,no_plan,,-1,
1003,no_plan,,-1,
1004,no_plan,,-1,
1005,no_plan,,-1,
1006,no_plan,,-1,
1009,no_plan,,-1,
1011,no_plan,,-1,
1012,no_plan,,-1,
1014,no_plan,,-1,
1015,no_plan,,-1,
1016,no_plan,,-1,
1018,no_plan,,-1,
1020,no_plan,,-1,
1021,no_plan,,-1,
1023,no_plan,,-1,
1025,no_plan,,-1,
1028,no_plan,,-1,
1029,no_plan,,-1,
1030,no_plan,,-1,
1032,no_plan,,-1,
1033,no_plan,,-1,
1034,no_plan,,-1,
1036,no_plan,,-1,
1038,no_plan,,-1,
1039,no_plan,,-1,
1043,no_plan,,-1,
1044,no_plan,,-1,
1046,no_plan,,-1,
1051,no_plan,,-1,
1052,no_plan,,-1,
1053,no_plan,,-1,
1054,no_plan,,-1,
1056,no_plan,,-1,
1057,no_plan,,-1,
1058,no_plan,,-1,
1059,no_plan,,-1,
1060,no_plan,,-1,
1061,no_plan,,-1,
1062,no_plan,,-1,
1064,no_plan,,-1,
1065,no_plan,,-1,
1066,no_plan,,-1,
1067,no_plan,,-1,
1070,no_plan,,-1,
1071,no_plan,,-1,
1072,no_plan,,-1,
1074,no_plan,,-1,
1075,no_plan,,-1,
1079,no_plan,,-1,
1080,no_plan,,-1,
1082,no_plan,,-1,
1083,no_plan,,-1,
1085,no_plan,,-1,
1086,no_plan,,-1,
1087,no_plan,,-1,
1091,no_plan,,-1,
1092,no_plan,,-1,
1094,no_plan,,-1,
1095,no_plan,,-1,
1097,no_plan,,-1,
1103,no_plan,,-1,
1104,no_plan,,-1,
1107,no_plan,,-1,
1108,no_plan,,-1,
1109,no_plan,,-1,
1110,no_plan,,-1,
1111,no_plan,,-1,
1112,no_plan,,-1,
1113,no_plan,,-1,
1116,no_plan,,-1,
1119,no_plan,,-1,
1123,no_plan,,-1,
1124,no_plan,,-1,
1125,no_plan,,-1,
1126,no_plan,,-1,
1127,no_plan,,-1,
1128,no_plan,,-1,
1129,no_plan,,-1,
1130,no_plan,,-1,
1131,no_plan,,-1,
1133,no_plan,,-1,
1134,no_plan,,-1,
1135,no_plan,,-1,
1136,no_plan,,-1,
1137,no_plan,,-1,
1138,no_plan,,-1,
1140,no_plan,,-1,
1142,no_plan,,-1,
1143,no_plan,,-1,
1144,no_plan,,-1,
1145,no_plan,,-1,
1146,no_plan,,-1,
1148,no_plan,,-1,
1149,no_plan,,-1,
1150,no_plan,,-1,
1154,no_plan,,-1,
1156,no_plan,,-1,
1157,no_plan,,-1,
1158,no_plan,,-1,
1159,no_plan,,-1,
1160,no_plan,,-1,
1162,no_plan,,-1,
1163,no_plan,,-1,
1165,no_plan,,-1,
1167,no_plan,,-1,
1169,no_plan,,-1,
1170,no_plan,,-1,
1171,no_plan,,-1,
1172,no_plan,,-1,
1173,no_plan,,-1,
1174,no_plan,,-1,
1177,no_plan,,-1,
1178,no_plan,,-1,
1179,no_plan,,-1,
1180,no_plan,,-1,
1181,no_plan,,-1,
1182,no_plan,,-1,
1183,no_plan,,-1,
1184,no_plan,,-1,
1186,no_plan,,-1,
1190,no_plan,,-1,
1191,no_plan,,-1,
1192,no_plan,,-1,
1198,no_plan,,-1,
1199,no_plan,,-1,
1200,no_plan,,-1,
1201,no_plan,,-1,
1202,no_plan,,-1,
1203,no_plan,,-1,
1204,no_plan,,-1,
1205,no_plan,,-1,
1207,no_plan,,-1,
1208,no_plan,,-1,
1209,no_plan,,-1,
1211,no_plan,,-1,
1212,no_plan,,-1,
1213,no_plan,,-1,
1214,no_plan,,-1,
1216,no_plan,,-1,
1217,no_plan,,-1,
1218,no_plan,,-1,
1219,no_plan,,-1,
1220,no_plan,,-1,
1222,no_plan,,-1,
1223,no_plan,,-1,
1224,no_plan,,-1,
1225,no_plan,,-1,
1227,no_plan,,-1,
1228,no_plan,,-1,
1229,no_plan,,-1,
1230,no_plan,,-1,
1231,no_plan,,-1,
1232,no_plan,,-1,
1233,no_plan,,-1,
1235,no_plan,,-1,
1236,no_plan,,-1,
1237,no_plan,,-1,
1238,no_plan,,-1,
1239,no_plan,,-1,
1241,no_plan,,-1,
1244,no_plan,,-1,
1245,no_plan,,-1,
1246,no_plan,,-1,
1248,no_plan,,-1,
1250,no_plan,,-1,
1252,no_plan,,-1,
1257,no_plan,,-1,
1258,no_plan,,-1,
1259,no_plan,,-1,
1260,no_plan,,-1,
1261,no_plan,,-1,
1263,no_plan,,-1,
1264,no_plan,,-1,
1265,no_plan,,-1,
1266,no_plan,,-1,
1271,no_plan,,-1,
1273,no_plan,,-1,
1274,no_plan,,-1,
1275,no_plan,,-1,
1277,no_plan,,-1,
1278,no_plan,,-1,
1279,no_plan,,-1,
1280,no_plan,,-1,
1281,no_plan,,-1,
1284,no_plan,,-1,
1286,no_plan,,-1,
1288,no_plan,,-1,
1292,no_plan,,-1,
1293,no_plan,,-1,
1294,no_plan,,-1,
1295,no_plan,,-1,
1296,no_plan,,-1,
1298,no_plan,,-1,
1301,no_plan,,-1,
1303,no_plan,,-1,
1305,no_plan,,-1,
1306,no_plan,,-1,
1309,no_plan,,-1,
1310,no_plan,,-1,
1311,no_plan,,-1,
1312,no_plan,,-1,
1314,no_plan,,-1,
1315,no_plan,,-1,
1316,no_plan,,-1,
1317,no_plan,,-1,
1318,no_plan,,-1,
1319,no_plan,,-1,
1321,no_plan,,-1,
1322,no_plan,,-1,
1323,no_plan,,-1,
1326,no_plan,,-1,
1328,no_plan,,-1,
1329,no_plan,,-1,
1331,no_plan,,-1,
1332,no_plan,,-1,
1333,no_plan,,-1,
1334,no_plan,,-1,
1336,no_plan,,-1,
1337,no_plan,,-1,
1339,no_plan,,-1,
1340,no_plan,,-1,
1341,no_plan,,-1,
1342,no_plan,,-1,
1343,no_plan,,-1,
1345,no_plan,,-1,
1346,no_plan,,-1,
1347,no_plan,,-1,
1348,no_plan,,-1,
1351,no_plan,,-1,
1352,no_plan,,-1,
1353,no_plan,,-1,
1354,no_plan,,-1,
1355,no_plan,,-1,
1358,no_plan,,-1,
1360,no_plan,,-1,
1361,no_plan,,-1,
1362,no_plan,,-1,
1364,no_plan,,-1,
1367,no_plan,,-1,
1368,no_plan,,-1,
1369,no_plan,,-1,
1370,no_plan,,-1,
1371,no_plan,,-1,
1372,no_plan,,-1,
1373,no_plan,,-1,
1374,no_plan,,-1,
1377,no_plan,,-1,
1379,no_plan,,-1,
1380,no_plan,,-1,
1381,no_plan,,-1,
1382,no_plan,,-1,
1383,no_plan,,-1,
1384,no_plan,,-1,
1385,no_plan,,-1,
1388,no_plan,,-1,
1389,no_plan,,-1,
1390,no_plan,,-1,
1392,no_plan,,-1,
1393,no_plan,,-1,
2,no_plan,,-1,
3,no_plan,,-1,
4,no_plan,,-1,
5,no_plan,,-1,
6,no_plan,,-1,
7,no_plan,,-1,
8,no_plan,,-1,
10,no_plan,,-1,
11,no_plan,,-1,
12,no_plan,,-1,
14,no_plan,,-1,
15,no_plan,,-1,
16,no_plan,,-1,
17,no_plan,,-1,
18,no_plan,,-1,
20,no_plan,,-1,
21,no_plan,,-1,
23,no_plan,,-1,
24,no_plan,,-1,
25,no_plan,,-1,
26,no_plan,,-1,
28,no_plan,,-1,
29,no_plan,,-1,
30,no_plan,,-1,
31,no_plan,,-1,
32,no_plan,,-1,
33,no_plan,,-1,
34,no_plan,,-1,
35,no_plan,,-1,
36,no_plan,,-1,
37,no_plan,,-1,
38,no_plan,,-1,
39,no_plan,,-1,
40,no_plan,,-1,
41,no_plan,,-1,
43,no_plan,,-1,
45,no_plan,,-1,
46,no_plan,,-1,
47,no_plan,,-1,
49,no_plan,,-1,
50,no_plan,,-1,
52,no_plan,,-1,
54,no_plan,,-1,
55,no_plan,,-1,
56,no_plan,,-1,
57,no_plan,,-1,
58,no_plan,,-1,
62,no_plan,,-1,
64,no_plan,,-1,
66,no_plan,,-1,
67,no_plan,,-1,
69,no_plan,,-1,
70,no_plan,,-1,
71,no_plan,,-1,
72,no_plan,,-1,
75,no_plan,,-1,
76,no_plan,,-1,
78,no_plan,,-1,
79,no_plan,,-1,
81,no_plan,,-1,
83,no_plan,,-1,
85,no_plan,,-1,
89,no_plan,,-1,
90,no_plan,,-1,
92,no_plan,,-1,
95,no_plan,,-1,
96,no_plan,,-1,
98,no_plan,,-1,
99,no_plan,,-1,
100,no_plan,,-1,
101,no_plan,,-1,
103,no_plan,,-1,
105,no_plan,,-1,
106,no_plan,,-1,
109,no_plan,,-1,
112,no_plan,,-1,
113,no_plan,,-1,
114,no_plan,,-1,
115,no_plan,,-1,
116,no_plan,,-1,
118,no_plan,,-1,
120,no_plan,,-1,
121,no_plan,,-1,
122,no_plan,,-1,
123,no_plan,,-1,
124,no_plan,,-1,
125,no_plan,,-1,
126,no_plan,,-1,
127,no_plan,,-1,
133,no_plan,,-1,
136,no_plan,,-1,
137,no_plan,,-1,
139,no_plan,,-1,
141,no_plan,,-1,
142,no_plan,,-1,
145,no_plan,,-1,
146,no_plan,,-1,
147,no_plan,,-1,
149,no_plan,,-1,
150,no_plan,,-1,
153,no_plan,,-1,
154,no_plan,,-1,
155,no_plan,,-1,
156,no_plan,,-1,
157,no_plan,,-1,
160,no_plan,,-1,
162,no_plan,,-1,
163,no_plan,,-1,
164,no_plan,,-1,
165,no_plan,,-1,
166,no_plan,,-1,
167,no_plan,,-1,
170,no_plan,,-1,
171,no_plan,,-1,
177,no_plan,,-1,
178,no_plan,,-1,
180,no_plan,,-1,
181,no_plan,,-1,
182,no_plan,,-1,
184,no_plan,,-1,
185,no_plan,,-1,
186,no_plan,,-1,
187,no_plan,,-1,
188,no_plan,,-1,
191,no_plan,,-1,
192,no_plan,,-1,
193,no_plan,,-1,
194,no_plan,,-1,
196,no_plan,,-1,
199,no_plan,,-1,
200,no_plan,,-1,
201,no_plan,,-1,
202,no_plan,,-1,
203,no_plan,,-1,
204,no_plan,,-1,
205,no_plan,,-1,
206,no_plan,,-1,
207,no_plan,,-1,
208,no_plan,,-1,
209,no_plan,,-1,
210,no_plan,,-1,
211,no_plan,,-1,
213,no_plan,,-1,
214,no_plan,,-1,
215,no_plan,,-1,
218,no_plan,,-1,
219,no_plan,,-1,
221,no_plan,,-1,
223,no_plan,,-1,
224,no_plan,,-1,
228,no_plan,,-1,
229,no_plan,,-1,
231,no_plan,,-1,
232,no_plan,,-1,
233,no_plan,,-1,
234,no_plan,,-1,
235,no_plan,,-1,
236,no_plan,,-1,
237,no_plan,,-1,
238,no_plan,,-1,
239,no_plan,,-1,
240,no_plan,,-1,
243,no_plan,,-1,
244,no_plan,,-1,
245,no_plan,,-1,
249,no_plan,,-1,
252,no_plan,,-1,
253,no_plan,,-1,
254,no_plan,,-1,
255,no_plan,,-1,
260,no_plan,,-1,
261,no_plan,,-1,
263,no_plan,,-1,
266,no_plan,,-1,
267,no_plan,,-1,
270,no_plan,,-1,
271,no_plan,,-1,
273,no_plan,,-1,
274,no_plan,,-1,
276,no_plan,,-1,
277,no_plan,,-1,
279,no_plan,,-1,
281,no_plan,,-1,
282,no_plan,,-1,
283,no_plan,,-1,
284,no_plan,,-1,
287,no_plan,,-1,
290,no_plan,,-1,
291,no_plan,,-1,
293,no_plan,,-1,
294,no_plan,,-1,
296,no_plan,,-1,
301,no_plan,,-1,
303,no_plan,,-1,
304,no_plan,,-1,
307,no_plan,,-1,
310,no_plan,,-1,
311,no_plan,,-1,
315,no_plan,,-1,
318,no_plan,,-1,
319,no_plan,,-1,
320,no_plan,,-1,
321,no_plan,,-1,
322,no_plan,,-1,
325,no_plan,,-1,
326,no_plan,,-1,
331,no_plan,,-1,
333,no_plan,,-1,
334,no_plan,,-1,
335,no_plan,,-1,
336,no_plan,,-1,
340,no_plan,,-1,
342,no_plan,,-1,
344,no_plan,,-1,
345,no_plan,,-1,
347,no_plan,,-1,
348,no_plan,,-1,
349,no_plan,,-1,
350,no_plan,,-1,
352,no_plan,,-1,
353,no_plan,,-1,
354,no_plan,,-1,
356,no_plan,,-1,
